Adaptation ID,Open Comments,Adaptation Process Status,Compliance Status,Kosher Status,Graphics Status,Kosher Progress,Kosher Status.s,Staus for Compliance,Lookup Kosher Status,Proposal,Supplier,Buyer,Compliance,Kosher,Kosher Expirey Message,Request,Graphics,Buyer contacts for Adaptation,Supplier contact.s for Adaptation,Contractors contact.s for Adaptation,Compliance docs.,Graphic docs.,Kosher Docs.,Auto Number,Compliance Completion,dev | approved compliance records,dev | Approved Graphics Records,First Created,Graphics Completion,"ID",ID (lookup from Proposal),Kosher Progress %,Last Updated,Link to Project status,Link to Requests,Versioning
"Frozen Vegetables, Shufersal- Ardo, Belgium, 24 Jan, 2025",0,Complete,Approved,Has Kosher,Approval,0.1,,New  | New  | New ,,"Frozen Vegetables, Shufersal- Ardo, Belgium","Ardo, Belgium",Shufersal,"Compliance: 000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal], Compliance: 000054 - GREEN PEAS [Ardo, Belgium][Shufersal], Compliance: 000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]",Kosher:, ⚠️ KOSHER EXPIRED  days ago,"Frozen Vegetables, Shufersal","Graphics: 000054 - GREEN PEAS [Ardo, Belgium][Shufersal], Graphics: 000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal], Graphics: 000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]",,,,,,,#200,0/3 approved ⏳,0,0,"By SmartSuite Automation on 24 Jan, 2025",0/3 approved ⏳,002216,002216,,"By Operation Manager on 19 Feb, 2025",,,
"Frozen Vegetables, Shufersal- Ardo, Belgium, 27 Jan, 2025",0,New,Not Started,New,Not Started,0.1,,New  | New ,,"Frozen Vegetables, Shufersal- Ardo, Belgium","Ardo, Belgium",Shufersal,"Compliance: 000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal], Compliance: 000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]",Kosher:, ⚠️ KOSHER EXPIRED  days ago,"Frozen Vegetables, Shufersal","Graphics: 000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal], Graphics: 000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]",,,,,,,#204,0/2 approved ⏳,0,0,"By SmartSuite Automation on 27 Jan, 2025",0/2 approved ⏳,002216,002216,,"By Operation Manager on 19 Feb, 2025",,,
"wafer cubes, balconi, Yochananof- Balconi, Italy, 19 Jan, 2025",0,,Not Started,New,Not Started,1,,Approved | Approved | Approved | Approved,,"wafer cubes, balconi, Yochananof- Balconi, Italy","Balconi, Italy",Shufersal,"Compliance: 000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal], Compliance: 000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal], Compliance: 000327 - wafers cocoa 175g [Balconi, Italy][Shufersal], Compliance: 000328 - wafers hazelnut 175g [Balconi, Italy][Shufersal]","Kosher: 000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]000327 - wafers cocoa 175g [Balconi, Italy][Shufersal]000328 - wafers hazelnut 175g [Balconi, Italy][Shufersal]",448 days remaining,"wafer cubes, balconi, Yochananof","Graphics: 000328 - wafers hazelnut 175g [Balconi, Italy][Shufersal], Graphics: 000327 - wafers cocoa 175g [Balconi, Italy][Shufersal], Graphics: 000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal], Graphics: 000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal","Mrs. Arabella Meggiolaro, Balconi, Italy, Export manager/ department, Mr. Alfredo Portanova, Balconi, Italy, Export manager/ department","Rabbi Moshe Malki, Kosher Manager",Certificate of Analysis Cocoa.pdf | CERTIFICATE OF ANALYSIS.pdf | Certificate of Analysis hazelnut.pdf | certificate of analysis 924000938.pdf | Certificate of Analysis Cocoa.pdf | Certificate of Analysis hazelnut.pdf,240887 WAFERS NOCCIOLA SHUFERSAL 175g v1.pdf | Cutter guide wafers 175g.pdf | S011_WaferCubes_Chocolate_250g_226529.pdf | Cutter guide wafers 175g.pdf | S011_WaferCubes_HazelNut_250g_226536.pdf | S011_WaferCubes_Chocolate_250g_226529.pdf,Rabbanut Special Report January 2024 Shuffersal.pdf | Letter of Certification.pdf,#184,4/4 approved ✅ ,4,4,"By Udi Stryk on 19 Jan, 2025",4/4 approved ✅ ,002270,002270,,"By SmartSuite Automation on 23 Jan, 2025",,,
"Organic Whole Rice and Legumes Snack, Harduf - All Organics- Castelfood srl, Italy, 19 Jan, 2025",0,Complete,Approved,Has Kosher,Approval,1,,Approved | Approved | New  | Approved,,"Organic Whole Rice and Legumes Snack, Harduf - All Organics- Castelfood srl, Italy","Castelfood srl, Italy",Harduf - All Organics,"Compliance: 000245 - Red Lentil and Organic Black Rice Snack [Castelfood srl, Italy][Harduf - All Organics], Compliance: 000246 - Organic corn and buckwheat snack [Castelfood srl, Italy][Harduf - All Organics], Compliance: 000244 - Organic corn and black rice snack [Castelfood srl, Italy][Harduf - All Organics], Compliance: 000359 - organic corn cakes [Castelfood srl, Italy][Harduf - All Organics]","Kosher: 000239 - Corn, whole rice, and buckwheat crispy snack 60 grams Harduf [Castelfood srl, Italy][Harduf - All Organics]000247 - Corn Cakes Snack with Legumes
60 grams Harduf [Castelfood srl, Italy][Harduf - All Organics]000246 - Organic corn and buckwheat snack [Castelfood srl, Italy][Harduf - All Organics]000245 - Red Lentil and Organic Black Rice Snack [Castelfood srl, Italy][Harduf - All Organics]000244 - Organic corn and black rice snack [Castelfood srl, Italy][Harduf - All Organics]000243 - Whole rice and pea crisp snack [Castelfood srl, Italy][Harduf - All Organics]",479 days remaining,"Organic Whole Rice and Legumes Snack, Harduf - All Organics","Graphics: 000359 - organic corn cakes [Castelfood srl, Italy][Harduf - All Organics], Graphics: 000245 - Red Lentil and Organic Black Rice Snack [Castelfood srl, Italy][Harduf - All Organics], Graphics: 000244 - Organic corn and black rice snack [Castelfood srl, Italy][Harduf - All Organics], Graphics: 000243 - Whole rice and pea crisp snack [Castelfood srl, Italy][Harduf - All Organics], Graphics: 000246 - Organic corn and buckwheat snack [Castelfood srl, Italy][Harduf - All Organics], Graphics: 000247 - Corn Cakes Snack with Legumes
60 grams Harduf [Castelfood srl, Italy][Harduf - All Organics]","Mrs. Liat Ben- Haim, Import & Regulation,Harduf - All Organics",,,BRC certificate  scad. 2024.pdf | Cert. FDA 2023.pdf | Certificato VEGAN OK 2023_scad. 31.12.2023.pdf | IFS certificate_357351_en scad. 2023.pdf | 2024.10.29_All Organic_Organic buckwheat cakes 120g rev.1.0.pdf | 2024.10.29_All Organic_ Organic Corn cakes 130g rev 1.0.pdf,55536 Snacks_Perhiyot_CORN and WHOLE RICE and BUCKWHEAT_60g.pdf | 55535 Snacks_Perhiyot_RED LENTILS and BLACK RICE_60g.pdf | 55533 Snacks_Perhiyot_CORN and BLACK RICE_60g.pdf | 55532 Snacks_Perhiyot_RICE and PEAS_60g.pdf | 55537 Snacks_Perhiyot_CORN and BUCKWHEATS_60g.pdf | 55534 Snacks_Perhiyot_LEGUMES_60g (1).pdf,Kosher certificato - Kcert 2023_1.pdf,#188,3/4 approved ⏳,3,6,"By Udi Stryk on 19 Jan, 2025",6/6 approved ✅ ,002243,002243,,"By SmartSuite Automation on 24 Jan, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,1,,Approved,,,"Chocolitaly , Italy",Shufersal,"Compliance: 000278 - Chocolate Eggs 3*60 gr. cluster packaging  [Chocolitaly , Italy][Yochananof]","Kosher: 000278 - Chocolate Eggs 3*60 gr. cluster packaging  [Chocolitaly , Italy][Yochananof]",295 days remaining,,"Graphics: 000278 - Chocolate Eggs 3*60 gr. cluster packaging  [Chocolitaly , Italy][Yochananof]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,00057 CE conformità.pdf | 00024 CE conformità.pdf | DECLARATION CAPSULE 2022.pdf | 2020-12-16 Certificato Accredia IISG 17025 rev 10.pdf | Tech sheet Callebaut milk choco CHM-S8260-000.pdf | Tech sheet Callebaut CHM-U7690-000.pdf,084 db - Yohananof - Surprise Chocolate eggs x3 Pack PRESS 191224.pdf | 084 db - Yohananof - Surprise Chocolate eggs Wrap 20g PRESS 191224.pdf | fustella foil AL 2020 egg 20g.pdf,Kosher Certificate Barry Callebaut.pdf,#158,1/1 approved ✅ ,1,1,"By Udi Stryk on 19 Jan, 2025",1/1 approved ✅ ,#158,,,"By Operation Manager on 20 Feb, 2025",,,
"Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy, 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved | Approved | Approved | Approved | Approved | Approved,,"Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy","Ciemme, Italy",Shufersal,"Compliance: 000076 - Gluten-free gnocchi, 500 gr (KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal], Compliance: 000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal], Compliance: 000099 - gnocchi tri-color gluten-free 400(KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal], Compliance: 000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal], Compliance: 000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal], Compliance: 000069 - spinach
  gnocchi 500gr [Ciemme, Italy][Shufersal]","Kosher: 000099 - gnocchi tri-color gluten-free 400(KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]000076 - Gluten-free gnocchi, 500 gr (KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal]000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal]000069 - spinach
  gnocchi 500gr [Ciemme, Italy][Shufersal]000071 - mini
  potato gnocchi 500gr [Ciemme, Italy][Shufersal]", ⚠️ KOSHER EXPIRED  days ago,"Potato Gnocchi - with/ without gluten, Shufersal","Graphics: 000071 - mini
  potato gnocchi 500gr [Ciemme, Italy][Shufersal], Graphics: 000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal], Graphics: 000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,CoAs Green 24.07.2023.pdf | CoAs Shufersal + Green 11.09.2023.pdf | Ingredients statement for Green 31.07.2024.pdf | CoAs Shufersal + Green 11.09.2023 (1).pdf | CoAs Shufersal 11.08.2023.pdf | CoAs Shufersal 03.07.2023.pdf,,Kosher certificate Green 18.09.2024.pdf | Kosher report Green 18.09.2024.pdf,#171,6/6 approved ✅ ,6,0,"By Udi Stryk on 19 Jan, 2025",0/3 approved ⏳,002212,002212,,"By Udi Stryk on 21 Jan, 2025",,,
"double cookey gluten free, Shufersal- Coppenrath Feingebäck GmbH, Germany, 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,,"double cookey gluten free, Shufersal- Coppenrath Feingebäck GmbH, Germany","Coppenrath Feingebäck GmbH, Germany",Shufersal,"Compliance: 000100 - double cookey gluten free / Green Sandwich Cookie [Coppenrath Feingebäck GmbH, Germany][Shufersal]","Kosher: 000100 - double cookey gluten free / Green Sandwich Cookie [Coppenrath Feingebäck GmbH, Germany][Shufersal]",173 days remaining,"double cookey gluten free, Shufersal","Graphics: 000100 - double cookey gluten free / Green Sandwich Cookie [Coppenrath Feingebäck GmbH, Germany][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,S30C-0i24070405320.pdf | 57795_Spez05_Shufersal_GREEN COOKIES_Zusatzwünsche_KOU_Lieferungsbezogen_03.07.2024.pdf,,57795_Rabbanut report coppenrath June 2024 Signed_18.09.2024.pdf | KOU-Zertifikat_LEH_Shufersal LTD. dba Supersol LTD_31.12.2024_Stand_06.12.2023. (1).pdf | Rabbanut report 12112023.pdf | 57795 Green Sandwich Cookie 300g GF+LF KOU_C072308281_01.09.2023 (1).pdf | 57795_Rabbanut report coppenrath June 2024 Signed_11.06.2024.pdf,#139,1/1 approved ✅ ,1,0,"By Udi Stryk on 19 Jan, 2025",0/1 approved ⏳,002192,002192,,"By Udi Stryk on 21 Jan, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,0.1,,Approved | Approved | Approved | Approved,,,"Crich, Italy",,"Compliance: 000333 - Crackers extra virgin olive oil & rosemary 250 gr [Crich, Italy][Shufersal], Compliance: 000143 - Wafers 250g cocoa
 [Crich, Italy][Shufersal], Compliance: 000142 - Wafers 250g Hazelnut [Crich, Italy][Shufersal], Compliance: 000334 - Crackers with cereal & sesame 250 gr [Crich, Italy][Shufersal]","Kosher: 000142 - Wafers 250g Hazelnut [Crich, Italy][Shufersal]000143 - Wafers 250g cocoa
 [Crich, Italy][Shufersal]000144 - Wafers 250g Vanilla [Crich, Italy][Shufersal]000331 - Wafers cappuccino 250 gr crich
 [Crich, Italy][Shufersal]000332 - Salted crackers  250 gr  [Crich, Italy][Shufersal]000333 - Crackers extra virgin olive oil & rosemary 250 gr [Crich, Italy][Shufersal]000334 - Crackers with cereal & sesame 250 gr [Crich, Italy][Shufersal]000335 - Gran petit plain biscuits 250 gr [Crich, Italy][Shufersal]", ⚠️ KOSHER EXPIRED  days ago,,"Graphics: 000142 - Wafers 250g Hazelnut [Crich, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,STP_CRACKERS G 250_UK.pdf | STP - WAFERS CACAO BAG ICA 250g_UK.pdf | STP - WAFERS NOCCIOLA BAG ICA 250g_UK.pdf | STP_CRACKERS WITH CEREALS AND SESAME 250G K.pdf,,,#151,4/4 approved ✅ ,4,0,"By Udi Stryk on 19 Jan, 2025",0/1 approved ⏳,#151,,,"By Operation Manager on 19 Feb, 2025",,,
", 23 Jan, 2025",0,,Not Started,New,Not Started,,,Approved | Approved,,,"Crich, Italy",Shufersal,"Compliance: 000333 - Crackers extra virgin olive oil & rosemary 250 gr [Crich, Italy][Shufersal], Compliance: 000334 - Crackers with cereal & sesame 250 gr [Crich, Italy][Shufersal]",,,,"Graphics: 000332 - Salted crackers  250 gr  [Crich, Italy][Shufersal]",,,,STP_CRACKERS G 250_UK.pdf | STP_CRACKERS WITH CEREALS AND SESAME 250G K.pdf,K492_Crackers_Salt_8Pac_250g_000000.pdf,,#197,2/2 approved ✅ ,2,1,"By Operation Manager on 23 Jan, 2025",1/1 approved ✅ ,#197,,,"By Operation Manager on 20 Feb, 2025",,,
"CORNFLAKES SHUFERSAL 750 GR., Shufersal- Crispy food, Denmark, 19 Jan, 2025",1,,Not Started,New,Not Started,0.1,,Approved,,"CORNFLAKES SHUFERSAL 750 GR., Shufersal- Crispy food, Denmark","Crispy food, Denmark",Shufersal,"Compliance: 000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal]","Kosher: 000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal]", ⚠️ KOSHER EXPIRED  days ago,"CORNFLAKES SHUFERSAL 750 GR., Shufersal","Graphics: 000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,1102992- 2024.04.05- Yearly monitoring analyse.pdf | CoC rec. 202 - MSDU 793099-2.pdf,,,#168,1/1 approved ✅ ,1,0,"By Udi Stryk on 19 Jan, 2025",0/1 approved ⏳,002198,002198,,"By SmartSuite Automation on 23 Jan, 2025",,,
"Dutch Butter Cookies, Shufersal- Daelmans, Netherlands, 22 Jan, 2025",0,,Not Started,Has Kosher,Not Started,1,,New  | New ,Has Kosher,"Dutch Butter Cookies, Shufersal- Daelmans, Netherlands","Daelmans, Netherlands",Shufersal,"Compliance: 000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal], Compliance: 000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal]","Kosher: 000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal]000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal]",166 days remaining,"Dutch Butter Cookies, Shufersal","Graphics: 000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal], Graphics: 000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal]",,,,,,Daelmans- kosher certificate 01-07-2025.pdf,#195,0/2 approved ⏳,0,0,"By Success Management on 22 Jan, 2025",0/2 approved ⏳,002205,002205,,"By SmartSuite Automation on 23 Jan, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved | Approved | Approved,Has Kosher,,"EuroSnacks/ FornoDamiani, Italy",,"Compliance: 000088 - SFOGLIETTE ROSEMARY [EuroSnacks/ FornoDamiani, Italy][Shufersal], Compliance: 000078 - sfogliette pizza 180 gr [EuroSnacks/ FornoDamiani, Italy][Shufersal], Compliance: 000079 - sfogliette
  with olives 180 gr [EuroSnacks/ FornoDamiani, Italy][Shufersal]","Kosher: 000079 - sfogliette
  with olives 180 gr [EuroSnacks/ FornoDamiani, Italy][Shufersal]000078 - sfogliette pizza 180 gr [EuroSnacks/ FornoDamiani, Italy][Shufersal]000088 - SFOGLIETTE ROSEMARY [EuroSnacks/ FornoDamiani, Italy][Shufersal]",600 days remaining,,"Graphics: 000078 - sfogliette pizza 180 gr [EuroSnacks/ FornoDamiani, Italy][Shufersal], Graphics: 000088 - SFOGLIETTE ROSEMARY [EuroSnacks/ FornoDamiani, Italy][Shufersal], Graphics: 000079 - sfogliette
  with olives 180 gr [EuroSnacks/ FornoDamiani, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,Cert. of Analysis SHUFERSAL SFOGLIETTE ROSEMARY 180g.pdf | Cert. of Analysis SHUFERSAL SFOGLIETTE PIZZA 180g.pdf | Cert. of Analysis SHUFERSAL SFOGLIETTE OLIVES 180g.pdf,,KOEUROSNACK-4896034949.pdf,#154,3/3 approved ✅ ,3,0,"By Udi Stryk on 19 Jan, 2025",0/3 approved ⏳,#154,,,"By Operation Manager on 20 Feb, 2025",,,
"Organic frozen vegetables , Harduf - All Organics- GreenYard, Belgium, 19 Jan, 2025",0,,Not Started,New,Not Started,0.1,,Approved | Approved | Approved | Approved,New,"Organic frozen vegetables , Harduf - All Organics- GreenYard, Belgium","GreenYard, Belgium",Harduf - All Organics,"Compliance: 000231 - Organic frozen corn kernels 800 g Harduf [GreenYard, Belgium][Harduf - All Organics], Compliance: 000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics], Compliance: 000232 - Organic Frozen Fine Peas Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics], Compliance: 000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]","Kosher: 000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]000232 - Organic Frozen Fine Peas Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]000231 - Organic frozen corn kernels 800 g Harduf [GreenYard, Belgium][Harduf - All Organics]", ⚠️ KOSHER EXPIRED  days ago,"Organic frozen vegetables , Harduf - All Organics","Graphics: 000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics], Graphics: 000231 - Organic frozen corn kernels 800 g Harduf [GreenYard, Belgium][Harduf - All Organics], Graphics: 000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics], Graphics: 000232 - Organic Frozen Fine Peas Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,All Organic - 2-24 B - F91521299-6.pdf | All Organic - 2-24 B - F91521299-7.pdf | All Organic - 2-24 B - F91521299-8.pdf | All Organic - 2-24 B - F91521299-9.pdf,,,#149,4/4 approved ✅ ,4,0,"By Udi Stryk on 19 Jan, 2025",0/4 approved ⏳,002258,002258,,"By SmartSuite Automation on 23 Jan, 2025",,,
"No-added sugar Chocolate-covered wafers, Shufersal- Helwa, Netherlands, 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved | Approved | Approved,,"No-added sugar Chocolate-covered wafers, Shufersal- Helwa, Netherlands","Helwa, Netherlands",Shufersal,"Compliance: 000326 - wafers gluten free 21.5g*3 [Helwa, Netherlands][Shufersal], Compliance: 000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal], Compliance: 000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal]","Kosher: 000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal]000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal]000326 - wafers gluten free 21.5g*3 [Helwa, Netherlands][Shufersal]", ⚠️ KOSHER EXPIRED  days ago,"No-added sugar Chocolate-covered wafers, Shufersal","Graphics: 000326 - wafers gluten free 21.5g*3 [Helwa, Netherlands][Shufersal], Graphics: 000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal], Graphics: 000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal, Mrs. Shirin Elabk, Quality and Regulation Manager,Shufersal",,,Specification Shufersal Enjoy Gluten free - 240222.pdf | IFS certificate valid untill 250114.pdf | Specification Shufersal Enjoy Maltitol Gluten free - 240222.pdf | 533110 Specification Shufersal Chocosticks Maltitol 150g - 230512.pdf | IFS certificate valid untill 250114.pdf,,Koshercertificate 115166.pdf,#138,3/3 approved ✅ ,3,0,"By Udi Stryk on 19 Jan, 2025",0/3 approved ⏳,002189,002189,,"By Udi Stryk on 10 Mar, 2025",,,
"Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy, 19 Jan, 2025",0,,Not Started,New,Not Started,0.1,,Approved | Approved | Approved,,"Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy","Icam, Italy",Shufersal,"Compliance: 000089 - Dark Chocolate 72% Sugar-Free [Icam, Italy][Shufersal], Compliance: 000091 - Milk Chocolate 32% Sugar-Free [Icam, Italy][Shufersal], Compliance: 000090 - Milk Chocolate 32% Sugar-Free with Hazelnuts [Icam, Italy][Shufersal]",Kosher:, ⚠️ KOSHER EXPIRED  days ago,"Chocolate Tablets, 100Gr. Sugar-Free, Shufersal","Graphics: 000089 - Dark Chocolate 72% Sugar-Free [Icam, Italy][Shufersal], Graphics: 000091 - Milk Chocolate 32% Sugar-Free [Icam, Italy][Shufersal], Graphics: 000090 - Milk Chocolate 32% Sugar-Free with Hazelnuts [Icam, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,Cod. 3968 Lotto 3142.pdf | Cod. 3969 Lotto 3142.pdf | Cod. 3970 Lotto 3143.pdf,K202c_SF_DarkChocolate_100gr_295662.pdf | K202b_SF_MilkChocolate_100gr_295655.pdf | K202a_SF_MilkChocolate+Nuts_100gr_295679.pdf,,#156,3/3 approved ✅ ,3,3,"By Udi Stryk on 19 Jan, 2025",3/3 approved ✅ ,002202,002202,,"By SmartSuite Automation on 23 Jan, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,,,New ,,,"Kadoogu Yag san ve Tic As, Turkey",Shufersal,"Compliance: 000275 - 5L Sunflower oil [Kadoogu Yag san ve Tic As, Turkey][Shufersal]","Kosher: 000275 - 5L Sunflower oil [Kadoogu Yag san ve Tic As, Turkey][Shufersal]",326 days remaining,,"Graphics: 000275 - 5L Sunflower oil [Kadoogu Yag san ve Tic As, Turkey][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,,,OU KOSHER.pdf,#150,0/1 approved ⏳,0,0,"By Udi Stryk on 19 Jan, 2025",0/1 approved ⏳,#150,,,"By Operation Manager on 20 Feb, 2025",,,
"Legumes in Conerves, Shufersal- La Doria, Italy, 19 Jan, 2025",0,Complete,Approved,Has Kosher,Approval,,,New  | New  | New  | New ,,"Legumes in Conerves, Shufersal- La Doria, Italy","La Doria, Italy",Shufersal,"Compliance: 000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal], Compliance: 000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal], Compliance: 000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal], Compliance: 000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]","Kosher: 000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal], Kosher: 000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]", ⚠️ KOSHER EXPIRED 50 days ago |  ⚠️ KOSHER EXPIRED  days ago,"Legumes in Conerves, Shufersal","Graphics: 000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal], Graphics: 000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal], Graphics: 000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal], Graphics: 000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,,K417a_Puleses_CannelliniBeans_380ml_497219.pdf | 1_APP.pdf | K417d_Puleses_RedKidneyBeans_380ml_497196.pdf | 4_APP.pdf | K417c_Puleses_BlackBeans_380ml_497226.pdf | 3_APP.pdf | K417b_Puleses_Chickpeas_380ml_497189.pdf | 5_APP.pdf,טופס שאלון דוח ייצור La Doria Fisciano 06-08.11.2023 (1).pdf | 755169463 batch.pdf | 846422012 batch.pdf | טופס שאלון דוח ייצור La Doria Sarno 23-24.10.2023 (1).pdf | טופס שאלון דוח ייצור La Doria Fisciano 06-08.11.2023 (1).pdf | טופס שאלון דוח ייצור La Doria Sarno 23-24.10.2023 (1).pdf | 904861792 batch certificate (1).pdf | 484402286 batch (1).pdf,#137,0/4 approved ⏳,0,4,"By Udi Stryk on 19 Jan, 2025",4/4 approved ✅ ,002262,002262,,"By Operation Manager on 6 Apr, 2025","Kosher certificate for Tetra Pak for Shufersal, Gilad wanted to change the sodium to 300 instead of 320 in the chickpeas — I sent him an email and am waiting for a response.",,
