Shipping ID,Arrival Date,Arrival Filter,Buyer,Buyer's P.O Lines Confirmation,Cartons Per Shipment,Cartons Per Shipment (from Report),Comments,Commission Difference,Commission from Report,Commission payment ($/€),Commission Rate (%),Commission Rates,Completed Fields,Completion Percentage,Container number/ ID,Container Size,Currency for P.O,Days to destination,Delay in Ports,dev - Confirmation Received,dev - Order Status (Formula),Difference (Cartons/🚢 est vs actual),Difference (Estimated vs Arrived),Difference between order & Shipping,Difference Units/🚢 (est. vs actual),Differnce between Shipping & Invoice (ILS),Dry/ Reefer Container?,Est. Arrival in Next 14 days,Est. Arrival in Next 30 days,Est. Arrival in Next 7 days,Est. Arrival in past 14 days,Est. Arrival in past 30 days,Est. Arrival in past 7 days,First Created,Formula Shorba,Invoice ID,Invoice Status,Last Updated,Link to Invoices,Link to Project status,Linked Order line,Loading Start/Commercial invoice DATE,Lookup OL Statuses,Lookup Order Status,LookupTEMP,Open Comments,Order,Order line ID,Order Line Items,Order Lines SUM. Price,Order Status (No Needed),Payer,Percent Completed,Percentage arrived in shipment,Purchase order files (Orders),Requested delivery date,Shipment Number (Buyer Ref.),Shipment's Invoice.s SUM. $/€,Shipping company,Shipping documentation,Shipping Status,Supplier,Supplier's Invoice Number.s,Units Per Shipment,Units Per Shipment (from Report)
"40  - Order: 000438-SHF [114699],La Doria, Italy",12/2/2024,,Shufersal,,1900,,,,,691.6,3.50,"La Doria, Italy  _ Shufersal",,,TEMU 467448.6​,20 FT.,EUR,8,10,No,Supplied to Buyer,1900,,19760,45600,"19,760.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Jan, 2025",,", 40  - Order: 000438-SHF [114699],La Doria, Italy",New,"By Udi Stryk on 20 Feb, 2025",", 40  - Order: 000438-SHF [114699],La Doria, Italy",,40,25/1/2024,Supplied to Buyer,Supplied to Buyer,"19,760.000",0,Order: 000438-SHF [114699],#932,"40  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000438-SHF [114699]",,Supplied to Buyer,Buyer,,"-,100.000%",order_114699.PDF,28/1/2024,,19760,Zim,"COA - Finely Chopped Tomatoes 400g - Batch Code C049 FD1 LM219.doc, VGM_Declaration_0000148064.PDF, Shipment_2024004203.PDF, Invoice_2024004203.PDF",Delivered to Buyer,"La Doria, Italy",2024004203,45600,
"40  - Order: 000215-SHF [115497],La Doria, Italy",16/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,585.2,3.50,"La Doria, Italy  _ Shufersal",,,ZIMU 111742.8,40 FT.,EUR,8,10,No,Partially Shipped,,,16720,1900,"16,720.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 26 Feb, 2025",,"20021, 40  - Order: 000215-SHF [115497],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20021, 40  - Order: 000215-SHF [115497],La Doria, Italy",,40,26/2/2025,Supplied to Buyer,Partially Shipped,"16,720.000",0,Order: 000215-SHF [115497],#1325,"40  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000215-SHF [115497]",,Partially Shipped,Buyer,,"-,100.000%",order_115497.PDF | order num. 115497.pdf,17/11/2024,,16720,,"Draft_BL_ZIMUNAP112502.pdf, VGM_Declaration_0000231526.PDF, Shipment_2025009395.PDF, Invoice_2025009395.PDF",Delivered to Buyer,"La Doria, Italy",2025009395,1900,
"40  - Order: 000215-SHF [115497],La Doria, Italy",15/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,יצא חש' חיוב 10054,,,585.2,3.50,"La Doria, Italy  _ Shufersal",,,ZIMU 311214.8,40 FT.,EUR,8,10,No,Partially Shipped,,,16720,1900,"16,720.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 12 Mar, 2025",,"20020, 40  - Order: 000215-SHF [115497],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20020, 40  - Order: 000215-SHF [115497],La Doria, Italy",,40,25/2/2025,Supplied to Buyer,Partially Shipped,"16,720.000",0,Order: 000215-SHF [115497],#1335,"40  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000215-SHF [115497]",,Partially Shipped,Buyer,,"-,100.000%",order_115497.PDF | order num. 115497.pdf,17/11/2024,29840,16720,,"Invoice_2025009271.PDF, VGM_Declaration_0000231527.PDF, Shipment_2025009271.PDF",Delivered to Buyer,"La Doria, Italy",2025009271,1900,
"30, 40  - Order: 000378-SHF [115297],La Doria, Italy",11/8/2024,,Shufersal,,3388,3388,,,,1126.5324,3.50,"La Doria, Italy  _ Shufersal",,,MCLU3053990,20 FT.,EUR,8,10,No,Supplied to Buyer,0,,32186.64,0,"37,532.350",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 11 Jan, 2025",,"SI246000148, 30, 40  - Order: 000378-SHF [115297],La Doria, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000148, 30, 40  - Order: 000378-SHF [115297],La Doria, Italy",,30 | 40,24/7/2024,Supplied to Buyer | Supplied to Buyer,Supplied to Buyer,"32,186.640",0,Order: 000378-SHF [115297],#946,"30  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297], 40  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",0.000,Supplied to Buyer,Buyer,1,"-,100.000%",order_115297.PDF,2/6/2024 | 2/6/2024,,32186.64,LUCY BORCHARD,"WRU455GEHF05.pdf, Invoice_2024036133.pdf",Delivered to Buyer,"La Doria, Italy",2024036133,40.656,40.656
"30, 40  - Order: 000347-SHF [115162],La Doria, Italy",3/6/2024,,Shufersal,,,,חש מתאימה לספק,,,558.9192,3.50,"La Doria, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,15969.12,,"18,600.980",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 19 Feb, 2025",,"SI246000108, 30, 40  - Order: 000347-SHF [115162],La Doria, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000108, 30, 40  - Order: 000347-SHF [115162],La Doria, Italy",,30 | 40,16/5/2024,Supplied to Buyer | Supplied to Buyer,Completed,"15,969.120",0,Order: 000347-SHF [115162],#1301,"30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000347-SHF [115162], 40  _   000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000347-SHF [115162]",0.000,Completed,Buyer,,"-,100.000%",order_115162.PDF,2/6/2024 | 2/6/2024,,15969.12,,"Shipment_2024024128.PDF, Invoice_2024024128.PDF, Draft_BL_ZIMUNAP110754.pdf",Delivered to Buyer,"La Doria, Italy",2024024128,,
"30, 40  - Order: 000327-SHF [114557],La Doria, Italy",18/2/2024,,Shufersal,,3001,,,,,1215.9,3.50,"La Doria, Italy  _ Shufersal",,,MCLU 309387.9​,20 FT.,EUR,8,10,No,Supplied to Buyer,3001,,34740,3001,"34,740.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 8 Jan, 2025",,", 30, 40  - Order: 000327-SHF [114557],La Doria, Italy",New,"By Udi Stryk on 20 Feb, 2025",", 30, 40  - Order: 000327-SHF [114557],La Doria, Italy",,30 | 40,31/1/2024,Supplied to Buyer | Supplied to Buyer,Supplied to Buyer,"34,740.000",0,Order: 000327-SHF [114557],#923,"30  _   000269 - Organic tomato sauce with garlic and oregano, 350 grams Shufersal
 [La Doria, Italy][Shufersal]  _  Order: 000327-SHF [114557], 40  _   000270 - Organic tomato sauce for pasta with green basil, 350 grams Shufersal
 [La Doria, Italy][Shufersal]  _  Order: 000327-SHF [114557]",,Supplied to Buyer,Buyer,,"-,100.000%",order_114557.PDF,11/2/2024 | 11/2/2024,,34740,Borchard Lines,"Shipment_2024005223.pdf, lot Number List UPDATED 2024004891.pdf, Invoice_2024005223.pdf, WCH755GEHF05.pdf",Delivered to Buyer,"La Doria, Italy",2024005223,3001,
"30  - Order: 000438-SHF [114699],La Doria, Italy",18/12/2023,,Shufersal,,1893,,,,,689.052,3.50,"La Doria, Italy  _ Shufersal",,,ZIMU 310265.9​,20 FT.,EUR,8,10,No,Supplied to Buyer,1893,,19687.2,45432,"19,687.200",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Jan, 2025",,", 30  - Order: 000438-SHF [114699],La Doria, Italy",New,"By Udi Stryk on 20 Feb, 2025",", 30  - Order: 000438-SHF [114699],La Doria, Italy",,30,30/11/2023,Supplied to Buyer,Supplied to Buyer,"19,687.200",0,Order: 000438-SHF [114699],#931,"30  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000438-SHF [114699]",,Supplied to Buyer,Buyer,,"-,100.000%",order_114699.PDF,10/12/2023,,19687.2,Zim,"COA - Finely Chopped Tomatoes 400g - Batch Code C049 FD1 LM221.doc, 2) DECLARATION COMMERCIAL STABILITY .docx, Shipment_2023057549.PDF, Invoice_2023057549.PDF",Delivered to Buyer,"La Doria, Italy",2023057549,45432,
"30  - Order: 000215-SHF [115497],La Doria, Italy",15/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,585.2,3.50,"La Doria, Italy  _ Shufersal",,,BSIU 317155.5,40 FT.,EUR,8,10,No,Partially Shipped,,,16720,1900,"16,720.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 26 Feb, 2025",,"20018, 30  - Order: 000215-SHF [115497],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20018, 30  - Order: 000215-SHF [115497],La Doria, Italy",,30,25/2/2025,Supplied to Buyer,Partially Shipped,"16,720.000",0,Order: 000215-SHF [115497],#1323,"30  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000215-SHF [115497]",,Partially Shipped,Buyer,,"-,100.000%",order_115497.PDF | order num. 115497.pdf,3/11/2024,,16720,,"VGM_Declaration_0000230223.PDF, Shipment_2025009319.PDF, Invoice_2025009319.PDF",Delivered to Buyer,"La Doria, Italy",2025009319,1900,
"30  - Order: 000215-SHF [115497],La Doria, Italy",16/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,585.2,3.50,"La Doria, Italy  _ Shufersal",,,CAAU 257986.3,40 FT.,EUR,8,10,No,Partially Shipped,,,16720,1900,"16,720.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 26 Feb, 2025",,"20019, 30  - Order: 000215-SHF [115497],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20019, 30  - Order: 000215-SHF [115497],La Doria, Italy",,30,26/2/2025,Supplied to Buyer,Partially Shipped,"16,720.000",0,Order: 000215-SHF [115497],#1324,"30  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000215-SHF [115497]",,Partially Shipped,Buyer,,"-,100.000%",order_115497.PDF | order num. 115497.pdf,3/11/2024,,16720,,"Draft_BL_ZIMUNAP112461.pdf, VGM_Declaration_0000230222.PDF, Shipment_2025009394.PDF, Invoice_2025009394.PDF",Delivered to Buyer,"La Doria, Italy",2025009394,1900,
"20, 40, 30  - Order: 000313-SHF [115410],La Doria, Italy",10/2/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,558.6336,3.50,"La Doria, Italy  _ Shufersal",,,ZIMU 126987.9  / ZIMU1269879.,40 FT.,EUR,8,10,No,Completed,,,15960.96,,"15,960.960",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 26 Jan, 2025",,"20002, 20, 40, 30  - Order: 000313-SHF [115410],La Doria, Italy",New,"By Success Management on 23 Apr, 2025","20002, 20, 40, 30  - Order: 000313-SHF [115410],La Doria, Italy",,20 | 40 | 30,23/1/2025,Supplied to Buyer | Shipping Not Started | Shipping Not Started,Completed,"15,960.960",0,Order: 000313-SHF [115410],#1251,"20  _   000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000313-SHF [115410], 40  _   000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000313-SHF [115410], 30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000313-SHF [115410]",0.000,Completed,Buyer,0.73,"-,100.000%",order_115410.pdf | order num. 115410.pdf,17/11/2024 | 17/11/2024 | 17/11/2024,,15960.96,Zim,Invoice_2025003176.PDF,In Transit,"La Doria, Italy",2025003176,,
"20, 30, 40  - Order: 000322-SHF [115505],La Doria, Italy",18/2/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,4047,,,,,559.062,3.50,"La Doria, Italy  _ Shufersal",,,SEGU 232581.1​,40 FT.,EUR,8,10,No,Partially Shipped,4047,,15973.2,48564,"15,973.200",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Feb, 2025",,"20005, 20, 30, 40  - Order: 000322-SHF [115505],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20005, 20, 30, 40  - Order: 000322-SHF [115505],La Doria, Italy",,20 | 30 | 40,31/1/2025,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Partially Shipped,"15,973.200",0,Order: 000322-SHF [115505],#1279,"20  _   000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000322-SHF [115505], 30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000322-SHF [115505], 40  _   000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000322-SHF [115505]",0.000,Partially Shipped,Buyer,,"-,100.000%",order_115505 (2).PDF,30/3/2025 | 30/3/2025 | 30/3/2025,,15973.2,,"1).lot Number List UPDATED new including manufacturing date. - Import GMP - Statements are valid from 01.01.2023 - updated - new.docx, Shipment_2025004658.PDF, Invoice_2025004658.PDF",Delivered to Buyer,"La Doria, Italy",2025004658,48564,
"20  - Order: 000438-SHF [114699],La Doria, Italy",26/11/2023,,Shufersal,,1900,,,,,691.6,3.50,"La Doria, Italy  _ Shufersal",,,ZIMU 310803.0,20 FT.,EUR,8,10,No,Supplied to Buyer,1900,,19760,45600,"19,760.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Jan, 2025",,", 20  - Order: 000438-SHF [114699],La Doria, Italy",New,"By Udi Stryk on 20 Feb, 2025",", 20  - Order: 000438-SHF [114699],La Doria, Italy",,20,8/11/2023,Supplied to Buyer,Supplied to Buyer,"19,760.000",0,Order: 000438-SHF [114699],#930,"20  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000438-SHF [114699]",,Supplied to Buyer,Buyer,,"-,100.000%",order_114699.PDF,12/11/2023,,19760,Zim,"COA - Finely Chopped Tomatoes 400g - Batch Code C049 FD1 LM221.doc, COA - Finely Chopped Tomatoes 400g - Batch Code C049 FD1 LM219.doc, Invoice_2023053635.PDF, Shipment_2023053635.PDF",Delivered to Buyer,"La Doria, Italy",2023053635,45600,
"20  - Order: 000215-SHF [115497],La Doria, Italy",4/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,1900,,,,,585.2,3.50,"La Doria, Italy  _ Shufersal",,,TRHU 200936.7,40 FT.,EUR,18,10,No,Partially Shipped,1900,,16720,45600,"16,720.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 13 Jan, 2025",,"20017, 20  - Order: 000215-SHF [115497],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20017, 20  - Order: 000215-SHF [115497],La Doria, Italy",,20,4/2/2025,Supplied to Buyer,Partially Shipped,"16,720.000",0,Order: 000215-SHF [115497],#1038,"20  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000215-SHF [115497]",,Partially Shipped,Buyer,0.91,"-,100.000%",order_115497.PDF | order num. 115497.pdf,20/10/2024,,16720,,"VGM_Declaration_0000226187.PDF, Shipment_2025005517.PDF, Invoice_2025005517.PDF",Delivered to Buyer,"La Doria, Italy",2025005517,45600,
"20  - Order: 000215-SHF [115497],La Doria, Italy",7/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,"משלוח 1/2
",,,585.2,3.50,"La Doria, Italy  _ Shufersal",,,CAIU 360850.5,40 FT.,EUR,8,10,No,Partially Shipped,,,16720,1900,"16,720.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 2 Mar, 2025",,"20006, 20  - Order: 000215-SHF [115497],La Doria, Italy",New,"By Success Management on 24 Apr, 2025","20006, 20  - Order: 000215-SHF [115497],La Doria, Italy",,20,17/2/2025,Supplied to Buyer,Partially Shipped,"16,720.000",0,Order: 000215-SHF [115497],#1326,"20  _   000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]  _  Order: 000215-SHF [115497]",,Partially Shipped,Buyer,,"-,100.000%",order_115497.PDF | order num. 115497.pdf,20/10/2024,,16720,,"VGM_Declaration_0000229424.pdf, Shipment_2025007785.pdf, Invoice_2025007785.pdf",Delivered to Buyer,"La Doria, Italy",2025007785,1900,
"10, 30, 20  - Order: 000347-SHF [115162],La Doria, Italy",28/5/2024,,Shufersal,,,,חש 246000099 מתאימה לספק,,,559.055,3.50,"La Doria, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,15973,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 19 Feb, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,10 | 30 | 20,10/5/2024,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,,0,Order: 000347-SHF [115162],#1300,"10  _   000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000347-SHF [115162], 30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000347-SHF [115162], 20  _   000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000347-SHF [115162]",0.000,Completed,Buyer,,"-,100.000%",order_115162.PDF,2/6/2024 | 2/6/2024 | 2/6/2024,,15973,,"Packing list   Shipment_2024023129.pdf, Invoice_2024023129.pdf",In Transit,"La Doria, Italy",2024023129,,
"10, 20, 30, 40  - Order: 000498-SHF [115514],La Doria, Italy",4/5/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,3153,,115514 line10-20-30-40 2/2,,,1085.2933,3.50,"La Doria, Italy  _ Shufersal",,,MAGU 235104.0,40 FT.,EUR,8,10,No,Completed,3153,,31008.38,,"31,008.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 24 Apr, 2025",,"20063, 10, 20, 30, 40  - Order: 000498-SHF [115514],La Doria, Italy",New,"By Success Management on 16 Jun, 2025","20063, 10, 20, 30, 40  - Order: 000498-SHF [115514],La Doria, Italy",,10 | 20 | 30 | 40,16/4/2025,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,"31,008.000",0,Order: 000498-SHF [115514],#1361,"10  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514], 20  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514], 30  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514], 40  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",0.000,Completed,Buyer,,"-,100.000%",order_115514.PDF | order num. 115514.pdf,16/3/2025 | 16/3/2025 | 16/3/2025 | 16/3/2025,29941,31008.38,,"VGM_Declaration_0000238801.PDF, Shipment_2025018456.PDF, Invoice_2025018456.PDF",Delivered to Buyer,"La Doria, Italy",2025018456,,
"10, 20, 30, 40  - Order: 000498-SHF [115514],La Doria, Italy",5/5/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,3151,,PO 115514 line10-20-30-40 1/2,,,1084.6045,3.50,"La Doria, Italy  _ Shufersal",,,SEGU 221255.9,40 FT.,EUR,8,10,No,Completed,3151,,30988.7,,"30,984.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 24 Apr, 2025",,"20064, 10, 20, 30, 40  - Order: 000498-SHF [115514],La Doria, Italy",New,"By Success Management on 16 Jun, 2025","20064, 10, 20, 30, 40  - Order: 000498-SHF [115514],La Doria, Italy",,10 | 20 | 30 | 40,17/4/2025,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,"30,984.000",0,Order: 000498-SHF [115514],#1362,"10  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514], 20  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514], 30  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514], 40  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",0.000,Completed,Buyer,,"-,100.000%",order_115514.PDF | order num. 115514.pdf,16/3/2025 | 16/3/2025 | 16/3/2025 | 16/3/2025,29941,30988.7,,"VGM_Declaration_0000238800.PDF, Shipment_2025018756.PDF, Invoice_2025018756.PDF",Delivered to Buyer,"La Doria, Italy",2025018756,,
"10, 20, 30, 40  - Order: 000356-SHF [115103],La Doria, Italy",21/1/2024,,Shufersal,,3915,3915,,,,559.062,3.50,"La Doria, Italy  _ Shufersal",,,JZPU1091554,20 FT.,EUR,8,10,No,Supplied to Buyer,0,,15973.2,0,"41,555.710",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 13 Jan, 2025",,"SI246000063 , 50  - Order: 000438-SHF [114699],La Doria, Italy10, 20, 30, 40  - Order: 000356-SHF [115103],La Doria, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000063 , 50  - Order: 000438-SHF [114699],La Doria, Italy10, 20, 30, 40  - Order: 000356-SHF [115103],La Doria, Italy",,10 | 20 | 30 | 40,3/1/2024,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Supplied to Buyer,"35,733.200",0,Order: 000356-SHF [115103],#983,"10  _   000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000356-SHF [115103], 20  _   000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000356-SHF [115103], 30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000356-SHF [115103], 40  _   000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000356-SHF [115103]",0.000,Supplied to Buyer,Buyer,,"-,100.000%",order_115103.PDF,17/3/2024 | 17/3/2024 | 17/3/2024 | 17/3/2024,,15973.2,Zim,Invoice_2024010937.pdf,Delivered to Buyer,"La Doria, Italy",2024010937,46980,46980
"10, 20, 30, 40  - Order: 000334-SHF [115220],La Doria, Italy",30/4/2024,,Shufersal,,,,חש' מתאימה לחש' ספק,,,559.062,3.50,"La Doria, Italy  _ Shufersal",,,,40 FT.,EUR,8,10,No,Completed,,,15973.2,,"2,625.040",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 18 Feb, 2025",,"SI246000084, 10, 20, 30, 40  - Order: 000334-SHF [115220],La Doria, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000084, 10, 20, 30, 40  - Order: 000334-SHF [115220],La Doria, Italy",,10 | 20 | 30 | 40,12/4/2024,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Completed,,0,Order: 000334-SHF [115220],#1297,"10  _   000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000334-SHF [115220], 20  _   000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000334-SHF [115220], 30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000334-SHF [115220], 40  _   000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]  _  Order: 000334-SHF [115220]",0.000,Completed,Buyer,,"-,100.000%",order 115220.PDF,21/4/2024 | 21/4/2024 | 21/4/2024 | 21/4/2024,,15973.2,,"Shipment_2024018235.PDF, Invoice_2024018235.PDF",Delivered to Buyer,"La Doria, Italy",2024018235,,
"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy",23/11/2023,,Shufersal,,3151,,,,,1119.7557,3.50,"La Doria, Italy  _ Shufersal",,,TRHU 239630.6,20 FT.,EUR,17,10,No,Supplied to Buyer,3151,,31993.02,23472,"73,446.700",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 7 Jan, 2025",,"1800, 10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","1800, 10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy",,10 | 20 | 30,27/10/2023,Supplied to Buyer | Supplied to Buyer | Supplied to Buyer,Supplied to Buyer,"62,989.020",0,Order: 000326-SHF [114497],#918,"10  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000326-SHF [114497], 20  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000326-SHF [114497], 30  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000326-SHF [114497]",0.000,Supplied to Buyer,Buyer,1,"-,100.000%",order_114497.PDF,13/8/2023 | 13/8/2023 | 13/8/2023,,31993.02,Zim,"Invoice_2023051506.pdf, Shipment_2023051506.pdf, VGM_Declaration_0000132533.pdf",Delivered to Buyer,"La Doria, Italy",2023051506,23472,
"10, 20  - Order: 000327-SHF [114557],La Doria, Italy",17/2/2024,,Shufersal,,3001,,,,,1215.9,3.50,"La Doria, Italy  _ Shufersal",,,MCLU 361364.6 ,20 FT.,EUR,8,10,No,Supplied to Buyer,3001,,34740,3001,"45,795.330",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 8 Jan, 2025",,"SI246000027, 10, 20  - Order: 000327-SHF [114557],La Doria, Italy",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000027, 10, 20  - Order: 000327-SHF [114557],La Doria, Italy",,10 | 20,30/1/2024,Supplied to Buyer | Supplied to Buyer,Supplied to Buyer,"34,740.000",0,Order: 000327-SHF [114557],#922,"10  _   000269 - Organic tomato sauce with garlic and oregano, 350 grams Shufersal
 [La Doria, Italy][Shufersal]  _  Order: 000327-SHF [114557], 20  _   000270 - Organic tomato sauce for pasta with green basil, 350 grams Shufersal
 [La Doria, Italy][Shufersal]  _  Order: 000327-SHF [114557]",,Supplied to Buyer,Buyer,1,"-,100.000%",order_114557.PDF,3/9/2023 | 3/9/2023,,34740,Borchard Lines,"lot Number List UPDATED 2024004891 (1).pdf, WCH755GEHF05.pdf, Packing list  MCLU3613646.pdf, Invoice_  MCLU3613646   - 2024004891.pdf",Delivered to Buyer,"La Doria, Italy",2024004891,3001,
