Order Line Item ID,Requested Delivery Date,Shipping,Buyer's company,Supplier,Commission Invoice Status,Purchase Order files,Departure Date estimation (Port),Est. freight Length (Days),Est. Shipping days to destination,Reminder Before Shipping date,2nd Reminder before Shipping date,Subtotal,Ordered units Per Line,Product,Proposal,Ports delays (Days),Order Line Confirmation date,Unit Wholesale Price (latest),Units Per Carton,Units per Carton (Num.),Warehouse Delivery lead time (Work Days),Product barcode,Ordered crt. per line,Status & Date,Last Updated,Estimated Days of Arrival,Detect the Delay,Delay?,Created By,Open Comments,# of Cartons Ordered,Days remaining till Requested Date,Est. Shipping days to destination (No.),Estimated Arrival Date,First Created,Invoice ID,Invoice Status,Invoice/ Receivable files,Loading Start/Commercial invoice DATE,Notes,Order,Order line ID,Port of Loading,Price per carton,Purchase order Line #,Status,Updated Delivery Date
"30  _   000022 - Gluten Free BISCUITS 125 G [Vicenzi, Italy][Shufersal]  _  Order: 000352-SHF [115233]",2/6/2024,,Shufersal,"Vicenzi, Italy",,order_115233.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,,2400,"000022 - Gluten Free BISCUITS 125 G [Vicenzi, Italy][Shufersal]","Cookies from Vicenzi, Shufersal- Vicenzi, Italy",10,16/3/2024,,12,,50,7296073526520,200,2/6/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 10:42 AM",,,,,,Order: 000352-SHF [115233],#1289,,,30,Supplied to Buyer,2/6/2024
"10  _   000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]  _  Order: 000451-SHF [115598]",9/3/2025,,Shufersal,"Vicenzi, Italy",,order_115598 (2).PDF,19/2/2025,8,18,29/1/2025,11/2/2025,,10800,"000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]","Cookies from Vicenzi, Shufersal- Vicenzi, Italy",10,21/12/2024,,12,,50,7296073161981,900,9/3/2025 (Supplied to Buyer),"By SmartSuite Automation on 23 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-106,,,"By Operation Manager on 29 Dec, 2024 at 10:42 AM",,,,,,Order: 000451-SHF [115598],#1290,,,10,Supplied to Buyer,9/3/2025
"50  _   000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]  _  Order: 000352-SHF [115233]",2/6/2024,,Shufersal,"Vicenzi, Italy",,order_115233.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,,12000,"000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]","Cookies from Vicenzi, Shufersal- Vicenzi, Italy",10,16/3/2024,,12,,50,7296073162001,1000,2/6/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 10:43 AM",,,,,,Order: 000352-SHF [115233],#1291,,,50,Supplied to Buyer,2/6/2024
"60  _   000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal]  _  Order: 000352-SHF [115233]",2/6/2024,,Shufersal,"Vicenzi, Italy",,order_115233.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,,51420,"000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal]","Cookies from Vicenzi, Shufersal- Vicenzi, Italy",10,16/3/2024,,12,,50,7296073218807,4285,2/6/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 10:43 AM",,,,,,Order: 000352-SHF [115233],#1292,,,60,Supplied to Buyer,2/6/2024
"10  _   000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]  _  Order: 000374-SHF [115239]",26/5/2024,,Shufersal,"Polenghi, Italy",,order_115239.PDF,8/5/2024,8,18,17/4/2024,30/4/2024,,22950,"000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]","Lemon Juice for salads, Shufersal- Polenghi, Italy",10,9/3/2024,,15,,50,7296073130499,1530,26/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-393,,,"By Operation Manager on 29 Dec, 2024 at 10:46 AM",,,,,,Order: 000374-SHF [115239],#1293,,,10,Supplied to Buyer,26/5/2024
"20  _   000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]  _  Order: 000374-SHF [115239]",26/5/2024,,Shufersal,"Polenghi, Italy",,order_115239.PDF,8/5/2024,8,18,17/4/2024,30/4/2024,,14400,"000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]","Lemon Juice for salads, Shufersal- Polenghi, Italy",10,9/3/2024,,6,,50,7296073132400,2400,26/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-393,,,"By Operation Manager on 29 Dec, 2024 at 10:47 AM",,,,,,Order: 000374-SHF [115239],#1294,,,20,Supplied to Buyer,26/5/2024
"30  _   000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman]  _  Order: 000374-SHF [115239]",26/5/2024,,Shufersal,"Polenghi, Italy",,order_115239.PDF,8/5/2024,8,18,17/4/2024,30/4/2024,,13860,"000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman]","Lemon Juice for salads, Shufersal- Polenghi, Italy",10,9/3/2024,,12,,50,7296073404903,2310,26/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-393,,,"By Operation Manager on 29 Dec, 2024 at 10:47 AM",,,,,,Order: 000374-SHF [115239],#1295,,,30,Supplied to Buyer,26/5/2024
"10  _   000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000375-SHF [115247]",19/5/2024,"10  - Order: 000375-SHF [115247],Ciemme, Italy",Shufersal,"Ciemme, Italy",,order_115247.PDF,1/5/2024,8,18,10/4/2024,23/4/2024,,3600,"000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/3/2024,,12,,50,7296073291930,300,19/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Requested Date hasn't arrived yet,No Delay,Operation Manager,0,,-400,18,,"By Operation Manager on 29 Dec, 2024 at 10:49 AM",,,,,,Order: 000375-SHF [115247],#1296,,,10,Supplied to Buyer,19/5/2024
"20  _   000069 - spinach
  gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000375-SHF [115247]",19/5/2024,,Shufersal,"Ciemme, Italy",,order_115247.PDF,1/5/2024,8,18,10/4/2024,23/4/2024,,4200,"000069 - spinach
  gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/3/2024,,12,,50,7296073291947,350,19/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-400,,,"By Operation Manager on 29 Dec, 2024 at 10:50 AM",,,,,,Order: 000375-SHF [115247],#1297,,,20,Supplied to Buyer,19/5/2024
"30  _   000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000375-SHF [115247]",19/5/2024,,Shufersal,"Ciemme, Italy",,order_115247.PDF,1/5/2024,8,18,10/4/2024,23/4/2024,,39600,"000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/3/2024,,,,50,7296073291916,3300,19/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-400,,,"By Operation Manager on 29 Dec, 2024 at 10:50 AM",,,,,,Order: 000375-SHF [115247],#1298,,,30,Supplied to Buyer,19/5/2024
"40  _   000071 - mini
  potato gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000375-SHF [115247]",19/5/2024,,Shufersal,"Ciemme, Italy",,order_115247.PDF,1/5/2024,8,18,10/4/2024,23/4/2024,,12600,"000071 - mini
  potato gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/3/2024,,12,,50,7296073291923,1050,19/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-400,,,"By Operation Manager on 29 Dec, 2024 at 10:51 AM",,,,,,Order: 000375-SHF [115247],#1299,,,40,Supplied to Buyer,19/5/2024
"10  _   000076 - Gluten-free gnocchi, 500 gr (KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]  _  Order: 000166-SHF [115252]",11/8/2024,"10, 20  - Order: 000166-SHF [115252],Ciemme, Italy",Shufersal,"Ciemme, Italy",Paid,order_115252.PDF,24/7/2024,8,18,3/7/2024,16/7/2024,0.000,27600,"000076 - Gluten-free gnocchi, 500 gr (KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,25/5/2024,1.010,12,,50,7296073205111,2300,11/8/2024 (Supplied to Buyer),"By Udi Stryk on 26 Jan, 2025",Requested Date has passed,We have a delay😡,No Delay,Operation Manager,0,,-316,10,2/10/2024,"By Operation Manager on 29 Dec, 2024 at 10:52 AM","SI246000157, 10, 20  - Order: 000166-SHF [115252],Ciemme, Italy",Paid,,12/9/2024,,Order: 000166-SHF [115252],#1300,,0.000,10,Supplied to Buyer,11/8/2024
"20  _   000099 - gnocchi tri-color gluten-free 400(KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]  _  Order: 000166-SHF [115252]",11/8/2024,"10, 20  - Order: 000166-SHF [115252],Ciemme, Italy",Shufersal,"Ciemme, Italy",Paid,order_115252.PDF,24/7/2024,8,18,3/7/2024,16/7/2024,,2400,"000099 - gnocchi tri-color gluten-free 400(KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,25/5/2024,,12,,50,7296073298588,200,11/8/2024 (Supplied to Buyer),"By Success Management on 28 Jan, 2025",Requested Date has passed,We have a delay😡,No Delay,Operation Manager,0,,-316,10,2/10/2024,"By Operation Manager on 29 Dec, 2024 at 10:53 AM","SI246000157, 10, 20  - Order: 000166-SHF [115252],Ciemme, Italy",Paid,,12/9/2024,,Order: 000166-SHF [115252],#1301,,,20,Supplied to Buyer,11/8/2024
"10  _   000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][]  _  Order: 000377-SHF [115271]",12/5/2024,,Shufersal,,,order_115271.PDF,24/4/2024,8,18,3/4/2024,16/4/2024,0.000,18360,"000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][]","Pasta - gluten-free 400 gr, Shufersal- Pastificio Mennucci S.P.A, Italy",10,24/2/2024,0.890,12,,50,7296073630890,1530,12/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-407,,,"By Operation Manager on 29 Dec, 2024 at 10:55 AM",,,,,,Order: 000377-SHF [115271],#1302,,0.000,10,Supplied to Buyer,12/5/2024
"20  _   000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]  _  Order: 000377-SHF [115271]",12/5/2024,,Shufersal,,,order_115271.PDF,24/4/2024,8,18,3/4/2024,16/4/2024,0.000,13824,"000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]","Pasta - gluten-free 400 gr, Shufersal- Pastificio Mennucci S.P.A, Italy",10,24/2/2024,0.890,12,,50,7296073630906,1152,12/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-407,,,"By Operation Manager on 29 Dec, 2024 at 10:56 AM",,,,,,Order: 000377-SHF [115271],#1303,,0.000,20,Supplied to Buyer,12/5/2024
"30  _   000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]  _  Order: 000377-SHF [115271]",12/5/2024,,Shufersal,,,order_115271.PDF,24/4/2024,8,18,3/4/2024,16/4/2024,0.000,14688,"000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]","Pasta - gluten-free 400 gr, Shufersal- Pastificio Mennucci S.P.A, Italy",10,24/2/2024,0.890,12,,50,7296073630913,1224,12/5/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-407,,,"By Operation Manager on 29 Dec, 2024 at 10:57 AM",,,,,,Order: 000377-SHF [115271],#1304,,0.000,30,Supplied to Buyer,12/5/2024
"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000376-SHF [115290]",21/7/2024,"10  - Order: 000376-SHF [115290],Ardo, Belgium",Shufersal,"Ardo, Belgium",,order_115290.PDF,3/7/2024,8,18,12/6/2024,25/6/2024,,25200,"000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,4/5/2024,,12,,50,7296073173212,2100,21/7/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Requested Date hasn't arrived yet,No Delay,Operation Manager,0,,-337,18,,"By Operation Manager on 29 Dec, 2024 at 10:59 AM",,,,,,Order: 000376-SHF [115290],#1305,"Zeebrugge, Belgium.",,10,Supplied to Buyer,21/7/2024
"20  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000376-SHF [115290]",11/8/2024,"20  - Order: 000376-SHF [115290],Ardo, Belgium",Shufersal,"Ardo, Belgium",Paid,order_115290.PDF,24/7/2024,8,18,3/7/2024,16/7/2024,,25200,"000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,25/5/2024,,12,,50,7296073173212,2100,11/8/2024 (Supplied to Buyer),"By Udi Stryk on 16 Jan, 2025",Requested Date has passed,Requested Date hasn't arrived yet,No Delay,Operation Manager,0,,-316,8,6/8/2024,"By Operation Manager on 29 Dec, 2024 at 10:59 AM","SI246000143, 20  - Order: 000376-SHF [115290],Ardo, Belgium",Paid,,19/7/2024,,Order: 000376-SHF [115290],#1306,"Zeebrugge, Belgium.",,20,Supplied to Buyer,11/8/2024
"10  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",2/6/2024,,Shufersal,,,order_115297.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,0.000,16176,"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]",,10,16/3/2024,0.820,12,,50,7296073529934,1348,2/6/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 11:02 AM",,,,,,Order: 000378-SHF [115297],#1307,,0.000,10,Supplied to Buyer,2/6/2024
"20  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",2/6/2024,,Shufersal,,,order_115297.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,0.000,18768,"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",,10,16/3/2024,0.820,12,,50,7296073180449 ,1564,2/6/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 11:02 AM",,,,,,Order: 000378-SHF [115297],#1308,,0.000,20,Supplied to Buyer,2/6/2024
"30  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",2/6/2024,,Shufersal,,,order_115297.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,0.000,18528,"000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]",,10,16/3/2024,0.820,12,,50,7296073180432,1544,2/6/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 11:03 AM",,,,,,Order: 000378-SHF [115297],#1309,,0.000,30,Supplied to Buyer,2/6/2024
"40  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",2/6/2024,,Shufersal,,,order_115297.PDF,15/5/2024,8,18,24/4/2024,7/5/2024,0.000,22128,"000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]",,10,16/3/2024,0.820,12,,50,7296073180425,1844,2/6/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-386,,,"By Operation Manager on 29 Dec, 2024 at 11:04 AM",,,,,,Order: 000378-SHF [115297],#1310,,0.000,40,Supplied to Buyer,2/6/2024
"50  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",21/7/2024,,Shufersal,,,order_115297.PDF,3/7/2024,8,18,12/6/2024,25/6/2024,0.000,9456,"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",,10,4/5/2024,0.820,12,,50,7296073180449 ,788,21/7/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-337,,,"By Operation Manager on 29 Dec, 2024 at 11:05 AM",,,,,,Order: 000378-SHF [115297],#1311,,0.000,50,Supplied to Buyer,21/7/2024
"60  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",21/7/2024,,Shufersal,,,order_115297.PDF,3/7/2024,8,18,12/6/2024,25/6/2024,0.000,6408,"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]","Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy",10,4/5/2024,0.820,12,,50,7296073529934,534,21/7/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-337,,,"By Operation Manager on 29 Dec, 2024 at 11:05 AM",,,,,,Order: 000378-SHF [115297],#1312,,0.000,60,Supplied to Buyer,21/7/2024
"70  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",21/7/2024,,Shufersal,,,order_115297.PDF,3/7/2024,8,18,12/6/2024,25/6/2024,0.000,12480,"000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]",,10,4/5/2024,0.820,12,,50,7296073180432,1040,21/7/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-337,,,"By Operation Manager on 29 Dec, 2024 at 11:06 AM",,,,,,Order: 000378-SHF [115297],#1313,,0.000,70,Supplied to Buyer,21/7/2024
"80  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",21/7/2024,,Shufersal,,,order_115297.PDF,3/7/2024,8,18,12/6/2024,25/6/2024,0.000,9456,"000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]",,10,4/5/2024,0.820,12,,50,7296073180425,788,21/7/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-337,,,"By Operation Manager on 29 Dec, 2024 at 11:06 AM",,,,,,Order: 000378-SHF [115297],#1314,,0.000,80,Supplied to Buyer,21/7/2024
"90  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",1/9/2024,,Shufersal,,,order_115297.PDF,14/8/2024,8,18,24/7/2024,6/8/2024,0.000,9456,"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",,10,15/6/2024,0.820,12,,50,7296073180449 ,788,1/9/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-295,,,"By Operation Manager on 29 Dec, 2024 at 11:07 AM",,,,,,Order: 000378-SHF [115297],#1315,,0.000,90,Supplied to Buyer,1/9/2024
"100  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",1/9/2024,,Shufersal,,,order_115297.PDF,14/8/2024,8,18,24/7/2024,6/8/2024,0.000,6408,"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]","Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy",10,15/6/2024,0.820,12,,50,7296073529934,534,1/9/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-295,,,"By Operation Manager on 29 Dec, 2024 at 11:08 AM",,,,,,Order: 000378-SHF [115297],#1316,,0.000,100,Supplied to Buyer,1/9/2024
"110  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",1/9/2024,,Shufersal,,,order_115297.PDF,14/8/2024,8,18,24/7/2024,6/8/2024,0.000,12480,"000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]",,10,15/6/2024,0.820,12,,50,7296073180432,1040,1/9/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-295,,,"By Operation Manager on 29 Dec, 2024 at 11:08 AM",,,,,,Order: 000378-SHF [115297],#1317,,0.000,110,Supplied to Buyer,1/9/2024
"120  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",1/9/2024,,Shufersal,,,order_115297.PDF,14/8/2024,8,18,24/7/2024,6/8/2024,0.000,9456,"000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]",,10,15/6/2024,0.820,12,,50,7296073180425,788,1/9/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-295,,,"By Operation Manager on 29 Dec, 2024 at 11:09 AM",,,,,,Order: 000378-SHF [115297],#1318,,0.000,120,Supplied to Buyer,1/9/2024
"130  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",13/10/2024,,Shufersal,,,order_115297.PDF,25/9/2024,8,18,4/9/2024,17/9/2024,0.000,9456,"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",,10,27/7/2024,0.820,12,,50,7296073180449 ,788,13/10/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-253,,,"By Operation Manager on 29 Dec, 2024 at 11:10 AM",,,,,,Order: 000378-SHF [115297],#1319,,0.000,130,Supplied to Buyer,13/10/2024
"140  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",13/10/2024,,Shufersal,,,order_115297.PDF,25/9/2024,8,18,4/9/2024,17/9/2024,0.000,4800,"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]","Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy",10,27/7/2024,0.820,12,,50,7296073529934,400,13/10/2024 (Supplied to Buyer),"By SmartSuite Automation on 13 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-253,,,"By Operation Manager on 29 Dec, 2024 at 11:10 AM",,,,,,Order: 000378-SHF [115297],#1320,,0.000,140,Supplied to Buyer,13/10/2024
"150  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",13/10/2024,,Shufersal,,,order_115297.PDF,25/9/2024,8,18,4/9/2024,17/9/2024,0.000,12480,"000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]",,10,27/7/2024,0.820,12,,50,7296073180432,1040,13/10/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-253,,,"By Operation Manager on 29 Dec, 2024 at 11:11 AM",,,,,,Order: 000378-SHF [115297],#1321,,0.000,150,Supplied to Buyer,13/10/2024
"160  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000378-SHF [115297]",13/10/2024,,Shufersal,,,order_115297.PDF,25/9/2024,8,18,4/9/2024,17/9/2024,0.000,11064,"000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]",,10,27/7/2024,0.820,12,,50,7296073180425,922,13/10/2024 (Supplied to Buyer),"By Operation Manager on 19 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-253,,,"By Operation Manager on 29 Dec, 2024 at 11:12 AM",,,,,,Order: 000378-SHF [115297],#1322,,0.000,160,Supplied to Buyer,13/10/2024
"10  _   000076 - Gluten-free gnocchi, 500 gr (KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]  _  Order: 000379-SHF [115300]",30/6/2024,,Shufersal,"Ciemme, Italy",,order_115300.PDF,12/6/2024,8,18,22/5/2024,4/6/2024,0.000,26400,"000076 - Gluten-free gnocchi, 500 gr (KOSHER FOR PASSOVER) [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,13/4/2024,1.010,12,,50,7296073205111,2200,30/6/2024 (Supplied to Buyer),"By Udi Stryk on 16 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-358,,,"By Operation Manager on 29 Dec, 2024 at 11:14 AM",,,,,,Order: 000379-SHF [115300],#1323,,0.000,10,Supplied to Buyer,30/6/2024
